"Movie","Year","Duration","Genres","Rating","Num_of_Votes","Five_Year","Final_Genre","Types_of_Duration"
"Susie Q",1996,85,"Comedy,Drama,Family",7.3,2703,"1995","Family","Very Short"
"Swallowtail Butterfly",1996,148,"Crime,Drama",7.6,3310,"1995","Drama","Extremely Long"
"Swingers",1996,96,"Comedy,Drama",7.2,74338,"1995","Comedy","Short"
"Szamanka",1996,110,"Drama,Horror,Mystery",5.8,1320,"1995","Drama","Long"
"The Other Side of Sunday",1996,103,"Comedy,Drama",6.8,1150,"1995","Comedy","Just Nice"
"Bordello of Blood",1996,87,"Comedy,Fantasy,Horror",5.4,13425,"1995","Fantasy","Very Short"
"Tenchi the Movie - Tenchi Muyo in Love",1996,95,"Adventure,Animation,Comedy",7.2,1344,"1995","Comedy","Short"
"Thesis",1996,125,"Horror,Mystery,Thriller",7.4,35232,"1995","Horror","Extremely Long"
"That Thing You Do!",1996,108,"Comedy,Drama,Music",6.9,61624,"1995","Music","Long"
"A Thin Line Between Love and Hate",1996,108,"Comedy,Crime,Drama",5.7,4270,"1995","Comedy","Long"
"Thinner",1996,93,"Fantasy,Horror",5.8,27663,"1995","Fantasy","Short"
"This World, Then the Fireworks",1997,100,"Crime,Drama",5.3,1095,"1995","Crime","Just Nice"
"Comrades, Almost a Love Story",1996,118,"Drama,Romance",8.1,4879,"1995","Drama","Long"
"Earth",1996,125,"Drama,Romance",7.3,3589,"1995","Romance","Extremely Long"
"A Time to Kill",1996,149,"Crime,Drama,Thriller",7.5,129670,"1995","Crime","Extremely Long"
"Tin Cup",1996,135,"Comedy,Drama,Romance",6.4,45612,"1995","Drama","Extremely Long"
"To Gillian on Her 37th Birthday",1996,93,"Drama,Fantasy,Romance",5.7,4584,"1995","Drama","Short"
"To Sir, with Love II",1996,92,"Drama",6.3,1016,"1995","Drama","Short"
"Tornado!",1996,89,"Action,Drama",4.7,1010,"1995","Action","Very Short"
"Trainspotting",1996,93,"Drama",8.1,626622,"1995","Drama","Short"
"Trees Lounge",1996,95,"Comedy,Drama",7.1,13575,"1995","Comedy","Short"
"The Truce",1997,125,"Drama,War",6.6,1573,"1995","War","Extremely Long"
"The Trigger Effect",1996,94,"Drama,Thriller",5.7,6026,"1995","Drama","Short"
"Trilogy of Terror II",1996,90,"Horror,Thriller",5.7,1442,"1995","Thriller","Very Short"
"Three Lives and Only One Death",1996,123,"Comedy,Crime",7,1185,"1995","Comedy","Extremely Long"
"The Truth About Cats & Dogs",1996,97,"Comedy,Romance",6.2,24793,"1995","Comedy","Short"
"Tu Chor Main Sipahi",1996,153,"Action,Comedy,Drama",5.2,1267,"1995","Comedy","Extremely Long"
"Twelfth Night or What You Will",1996,134,"Comedy,Drama,Romance",7.2,5607,"1995","Romance","Extremely Long"
"Twister",1996,113,"Action,Adventure,Thriller",6.4,174960,"1995","Action","Long"
"Two Much",1995,118,"Comedy,Romance",5.4,5273,"1995","Comedy","Long"
"Two If by Sea",1996,96,"Comedy,Crime,Romance",5.3,5355,"1995","Crime","Short"
"Premeditated Murder",1995,94,"Drama,Romance",8.1,1642,"1995","Drama","Short"
"Un air de famille",1996,110,"Comedy,Drama",7.5,4398,"1995","Comedy","Long"
"A Couch in New York",1996,108,"Comedy,Romance",5.9,1999,"1995","Comedy","Long"
"A Self-Made Hero",1996,107,"Comedy,Drama",7.2,2673,"1995","Drama","Long"
"Unforgettable",1996,117,"Drama,Mystery,Sci-Fi",6,4906,"1995","Mystery","Long"
"The Ogre",1996,118,"Drama",6.9,2330,"1995","Drama","Long"
"Unhook the Stars",1996,103,"Drama,Romance",6.5,2030,"1995","Drama","Just Nice"
"Up Close & Personal",1996,124,"Drama,Romance",6.2,13337,"1995","Romance","Extremely Long"
"The Van",1996,100,"Comedy,Drama",6.7,4168,"1995","Comedy","Just Nice"
"A Very Brady Sequel",1996,90,"Comedy",5.7,9869,"1995","Comedy","Very Short"
"Vinterviken",1996,98,"Crime,Drama,Romance",4.7,1590,"1995","Romance","Just Nice"
"Thieves",1996,117,"Crime,Drama,Romance",6.8,1951,"1995","Crime","Long"
"Waiting for Guffman",1996,84,"Comedy",7.5,26504,"1995","Comedy","Very Short"
"Walking and Talking",1996,86,"Comedy,Drama,Romance",6.7,3087,"1995","Drama","Very Short"
"The War at Home",1996,123,"Drama",7,2255,"1995","Drama","Extremely Long"
"The Watermelon Woman",1996,90,"Comedy,Drama,Romance",7,1557,"1995","Comedy","Very Short"
"Werner - Das muss kesseln!!!",1996,85,"Action,Animation,Comedy",5.6,2964,"1995","Action","Very Short"
"When We Were Kings",1996,88,"Documentary,Sport",8,14994,"1995","Sport","Very Short"
"White Squall",1996,129,"Adventure,Drama",6.6,20933,"1995","Adventure","Extremely Long"
"The Whole Wide World",1996,111,"Biography,Drama,Romance",7,3405,"1995","Romance","Long"
"Mr. Toad's Wild Ride",1996,88,"Adventure,Comedy,Family",6.3,2990,"1995","Adventure","Very Short"
"Wish Upon a Star",1996,90,"Comedy,Family,Fantasy",6.7,6942,"1995","Family","Very Short"
"X",1996,100,"Action,Animation,Fantasy",6.2,2485,"1995","Action","Just Nice"
"Asteroid",1997,122,"Sci-Fi,Thriller",4.8,1911,"1995","Sci-Fi","Extremely Long"
"Dead Man on Campus",1998,96,"Comedy",6.1,13374,"1995","Comedy","Short"
"Emma",1996,107,"Comedy,Drama,Romance",7,5232,"1995","Comedy","Long"
"Intensity",1997,186,"Drama,Horror,Thriller",7.2,1836,"1995","Horror","Extremely Long"
"'Til There Was You",1997,113,"Comedy,Romance",4.8,2640,"1995","Comedy","Long"
"...First Do No Harm",1997,94,"Drama",6.8,1667,"1995","Drama","Short"
"12 Angry Men",1997,117,"Crime,Drama",7.9,13021,"1995","Drama","Long"
"One Eight Seven",1997,119,"Drama,Thriller",6.7,21931,"1995","Drama","Long"
"4 Little Girls",1997,102,"Documentary,History",7.8,2808,"1995","History","Just Nice"
"8 Heads in a Duffel Bag",1997,95,"Adventure,Comedy,Crime",5.4,9589,"1995","Comedy","Short"
"Absolute Power",1997,121,"Action,Crime,Drama",6.7,49723,"1995","Action","Extremely Long"
"Adam & Eva",1997,100,"Comedy,Drama,Romance",5.9,2857,"1995","Drama","Just Nice"
"Addicted to Love",1997,100,"Comedy,Romance",6.1,23241,"1995","Romance","Just Nice"
"Affliction",1997,114,"Drama,Mystery,Thriller",7,14885,"1995","Mystery","Long"
"Afterglow",1997,119,"Comedy,Drama,Romance",6.1,3243,"1995","Drama","Long"
"Air Bud",1997,98,"Comedy,Drama,Family",5.2,16345,"1995","Comedy","Just Nice"
"Air Force One",1997,124,"Action,Drama,Thriller",6.5,177714,"1995","Drama","Extremely Long"
"An Alan Smithee Film: Burn Hollywood Burn",1997,86,"Comedy",3.5,3323,"1995","Comedy","Very Short"
"Alien: Resurrection",1997,109,"Action,Horror,Sci-Fi",6.2,225874,"1995","Action","Long"
"All Over Me",1997,86,"Crime,Drama,Romance",6.4,3117,"1995","Crime","Very Short"
"All Stars",1997,115,"Comedy,Drama,Sport",7.2,2770,"1995","Comedy","Long"
"American Perfekt",1997,100,"Crime,Drama,Thriller",6.1,1348,"1995","Thriller","Just Nice"
"An American Werewolf in Paris",1997,105,"Comedy,Fantasy,Horror",5.1,22996,"1995","Horror","Just Nice"
"Amistad",1997,155,"Biography,Drama,History",7.3,70180,"1995","History","Extremely Long"
"Anaconda",1997,89,"Action,Adventure,Horror",4.8,95372,"1995","Horror","Very Short"
"Anastasia",1997,94,"Adventure,Animation,Drama",7.2,109970,"1995","Animation","Short"
"Anna Karenina",1997,108,"Drama,Romance",6.4,5458,"1995","Romance","Long"
"The Apostle",1997,134,"Drama",7.2,13273,"1995","Drama","Extremely Long"
"Aprile",1998,78,"Biography,Comedy",7,2853,"1995","Biography","Very Short"
"Apt Pupil",1998,111,"Crime,Drama,Thriller",6.7,35543,"1995","Crime","Long"
"Assassin(s)",1997,128,"Crime,Drama",6.5,1931,"1995","Crime","Extremely Long"
"The Assignment",1997,119,"Action,Crime,Thriller",6.9,8761,"1995","Crime","Long"
"The Attic Expeditions",2001,100,"Comedy,Horror,Mystery",5,1635,"2000","Horror","Just Nice"
"Austin Powers: International Man of Mystery",1997,94,"Adventure,Comedy",7,218714,"1995","Adventure","Short"
"The Avengers",1998,89,"Action,Adventure,Sci-Fi",3.8,40525,"1995","Action","Very Short"
"B*A*P*S",1997,91,"Comedy",4.7,4836,"1995","Comedy","Short"
"Bad Day on the Block",1997,88,"Drama,Thriller",5.3,1636,"1995","Drama","Very Short"
"Big Mr. and Little Mr.",1998,140,"Action,Comedy,Musical",5.8,2612,"1995","Action","Extremely Long"
"Ballermann 6",1997,95,"Comedy",5.1,2985,"1995","Comedy","Short"
"Bandits",1997,110,"Drama,Music",6.5,2863,"1995","Drama","Long"
"Basil",1998,113,"Drama,Romance",6,1794,"1995","Romance","Long"
"Batman & Robin",1997,125,"Action,Sci-Fi",3.8,231681,"1995","Sci-Fi","Extremely Long"
"Bean",1997,89,"Adventure,Comedy,Family",6.5,96310,"1995","Family","Very Short"
"The Beautician and the Beast",1997,105,"Comedy,Romance",5.4,8446,"1995","Comedy","Just Nice"
"In the Mood for Love",2000,98,"Drama,Romance",8.1,120648,"2000","Romance","Just Nice"
"Below Utopia",1997,88,"Drama,Thriller",5,1041,"1995","Drama","Very Short"
"Bent",1997,105,"Drama,History,Romance",7.2,7607,"1995","Drama","Just Nice"
"Best Men",1997,90,"Action,Comedy,Crime",5.6,2664,"1995","Action","Very Short"
"Beverly Hills Ninja",1997,88,"Action,Comedy",5.6,37806,"1995","Action","Very Short"
"The Big Lebowski",1998,117,"Comedy,Crime,Sport",8.1,719704,"1995","Comedy","Long"
"The Blackout",1997,98,"Drama,Mystery,Thriller",5.5,2277,"1995","Drama","Just Nice"
"Six-String Samurai",1998,91,"Action,Adventure,Comedy",6.7,6673,"1995","Action","Short"
"Bliss",1997,103,"Drama,Romance",6,2092,"1995","Romance","Just Nice"
"Hush",1998,96,"Drama,Thriller",5.5,10091,"1995","Thriller","Short"
"Blues Brothers 2000",1998,123,"Action,Comedy,Crime",4.9,31200,"1995","Comedy","Extremely Long"
"Boogie Nights",1997,155,"Drama",7.9,235569,"1995","Drama","Extremely Long"
"Booty Call",1997,79,"Comedy,Romance",5.4,8188,"1995","Romance","Very Short"
"Border",1997,176,"Action,Drama,History",7.9,13618,"1995","History","Extremely Long"
"The Borrowers",1997,89,"Adventure,Comedy,Family",5.9,19639,"1995","Comedy","Very Short"
"On Guard",1997,128,"Adventure,Drama",6.9,3277,"1995","Drama","Extremely Long"
"The Boxer",1997,113,"Drama,Romance,Sport",7,18840,"1995","Drama","Long"
"The Boys Club",1996,90,"Adventure,Crime,Drama",6.3,1132,"1995","Drama","Very Short"
"Les Boys",1997,107,"Comedy,Drama,Sport",6.7,2029,"1995","Sport","Long"
"Southie",1998,95,"Drama",5.4,1006,"1995","Drama","Short"
"Brother",1997,96,"Crime,Drama,Romance",8,16694,"1995","Crime","Short"
"The Brave",1997,123,"Drama",6.3,9105,"1995","Drama","Extremely Long"
"Breakdown",1997,93,"Crime,Drama,Mystery",6.9,48346,"1995","Crime","Short"
"Breaking Up",1997,90,"Comedy,Drama,Romance",4.9,2731,"1995","Romance","Very Short"
"Junk Mail",1997,83,"Comedy,Thriller",6.7,1960,"1995","Thriller","Very Short"
"Buddy",1997,84,"Adventure,Comedy,Drama",4.9,2471,"1995","Drama","Very Short"
"Lucky Star",1997,110,"Adventure,Drama,Fantasy",7.1,2214,"1995","Drama","Long"
"Buffalo '66",1998,110,"Comedy,Drama,Romance",7.5,46963,"1995","Romance","Long"
"Bulworth",1998,108,"Comedy,Drama,Romance",6.8,24508,"1995","Romance","Long"
"Life Is Beautiful",1997,116,"Comedy,Drama,Romance",8.6,610902,"1995","Drama","Long"
"The Butcher Boy",1997,110,"Comedy,Drama",7.1,9086,"1995","Comedy","Long"
"Career Girls",1997,83,"Comedy,Drama",7.1,5119,"1995","Drama","Very Short"
"Live Flesh",1997,103,"Drama",7.4,28001,"1995","Drama","Just Nice"
"The Castle",1997,85,"Comedy,Drama",7.7,14810,"1995","Drama","Very Short"
"Cats Don't Dance",1997,75,"Animation,Comedy,Family",6.9,6934,"1995","Animation","Very Short"
"Those Who Love Me Can Take the Train",1998,122,"Drama,Romance",6.4,1831,"1995","Romance","Extremely Long"
"The Manson Family",1997,95,"Crime,Drama,History",5.5,3032,"1995","History","Short"
"Chasing Amy",1997,113,"Comedy,Drama,Romance",7.2,131229,"1995","Comedy","Long"
"Black Cat, White Cat",1998,127,"Comedy,Crime,Romance",8.1,50122,"1995","Romance","Extremely Long"
"Happy Together",1997,96,"Drama,Romance",7.8,21808,"1995","Drama","Short"
"Children of Heaven",1997,89,"Drama,Family,Sport",8.3,63358,"1995","Sport","Very Short"
"Chinese Box",1997,99,"Drama,Romance",6.3,3082,"1995","Drama","Just Nice"
"Chinese Coffee",2000,99,"Drama",7.1,3829,"2000","Drama","Just Nice"
"City of Industry",1997,97,"Crime,Drama,Thriller",6.1,5620,"1995","Thriller","Short"
"Clay Pigeons",1998,104,"Comedy,Crime",6.6,10575,"1995","Crime","Just Nice"
"Operation Delta Force 3: Clear Target",1998,94,"Action",5.4,2327,"1995","Action","Short"
"Clockwatchers",1997,96,"Comedy,Drama",6.5,4517,"1995","Drama","Short"
"Con Air",1997,115,"Action,Crime,Thriller",6.9,272718,"1995","Action","Long"
"Conspiracy Theory",1997,135,"Action,Mystery,Thriller",6.7,92595,"1995","Thriller","Extremely Long"
"Contact",1997,150,"Drama,Mystery,Sci-Fi",7.4,250635,"1995","Mystery","Extremely Long"
"Cop Land",1997,105,"Crime,Drama,Thriller",6.9,85060,"1995","Drama","Just Nice"
"Dangerous Beauty",1998,111,"Biography,Drama,Romance",7.2,15844,"1995","Romance","Long"
"Cousin Bette",1998,108,"Comedy,Drama,Romance",6.2,2478,"1995","Romance","Long"
"Gang Related",1997,116,"Action,Crime,Drama",6.5,7871,"1995","Drama","Long"
"Critical Care",1997,107,"Comedy,Drama",5.9,1793,"1995","Comedy","Long"
"Csinibaba",1997,100,"Comedy,Musical,Romance",7.4,1893,"1995","Romance","Just Nice"
"Dancer, Texas Pop. 81",1998,97,"Comedy,Drama,Family",6.6,2322,"1995","Drama","Short"
"The Dancer Upstairs",2002,132,"Crime,Drama,Thriller",6.9,6257,"2000","Crime","Extremely Long"
"Dangerous Ground",1997,95,"Action,Crime,Drama",4.5,1814,"1995","Action","Short"
"Dante's Peak",1997,108,"Action,Adventure,Thriller",5.9,80525,"1995","Adventure","Long"
"Dark City",1998,100,"Mystery,Sci-Fi,Thriller",7.6,186038,"1995","Mystery","Just Nice"
"Into Thin Air: Death on Everest",1997,90,"Adventure,Biography,Drama",5.7,1369,"1995","Adventure","Very Short"
"Deconstructing Harry",1997,96,"Comedy",7.4,41970,"1995","Comedy","Short"
"Deep Rising",1998,106,"Action,Adventure,Horror",6.1,32977,"1995","Horror","Long"
"Crazy Love",1997,140,"Comedy,Romance",6.7,2321,"1995","Romance","Extremely Long"
"Desperate Measures",1998,100,"Action,Crime,Drama",6.1,15703,"1995","Drama","Just Nice"
"The Devil's Advocate",1997,144,"Drama,Mystery,Thriller",7.5,326174,"1995","Mystery","Extremely Long"
"The Devil's Own",1997,111,"Action,Crime,Drama",6.2,57982,"1995","Action","Long"
"Didier",1997,105,"Comedy,Fantasy,Sport",6.2,3591,"1995","Comedy","Just Nice"
"Digging to China",1997,98,"Drama",6.8,2483,"1995","Drama","Just Nice"
"Dobermann",1997,103,"Action,Crime,Thriller",6.6,16630,"1995","Thriller","Just Nice"
"Doctor Dolittle",1998,85,"Comedy,Family,Fantasy",5.4,90528,"1995","Fantasy","Very Short"
"Don's Plum",2001,89,"Comedy,Drama",5.8,3991,"2000","Comedy","Very Short"
"Donnie Brasco",1997,127,"Biography,Crime,Drama",7.7,274271,"1995","Biography","Extremely Long"
"Double Team",1997,93,"Action,Comedy,Sci-Fi",4.8,31185,"1995","Sci-Fi","Short"
"Dream with the Fishes",1997,97,"Comedy,Drama",7.1,1692,"1995","Drama","Short"
"Le Dîner de Cons",1998,80,"Comedy",7.7,36833,"1995","Comedy","Very Short"
"The Edge",1997,117,"Action,Adventure,Drama",6.9,66966,"1995","Adventure","Long"
"The Education of Little Tree",1997,116,"Drama",7.2,1551,"1995","Drama","Long"
"Eight Days a Week",1997,92,"Comedy,Romance",6.2,2895,"1995","Comedy","Short"
"The Eighteenth Angel",1997,95,"Horror,Mystery,Thriller",5,1479,"1995","Mystery","Short"
"The End of Violence",1997,122,"Drama,Thriller",5.6,4614,"1995","Drama","Extremely Long"
"Onegin",1999,106,"Drama,Romance",6.9,7392,"1995","Drama","Long"
"Eve's Bayou",1997,109,"Drama",7.3,8553,"1995","Drama","Long"
"Event Horizon",1997,96,"Horror,Sci-Fi,Thriller",6.7,157002,"1995","Sci-Fi","Short"
"The Ex",1996,87,"Thriller",5.3,1034,"1995","Thriller","Very Short"
"Excess Baggage",1997,101,"Action,Comedy,Crime",5.4,12556,"1995","Crime","Just Nice"
"Face",1997,105,"Crime,Drama,Thriller",6.7,4230,"1995","Crime","Just Nice"
"Face/Off",1997,138,"Action,Crime,Sci-Fi",7.3,345236,"1995","Action","Extremely Long"
"FairyTale: A True Story",1997,99,"Drama,Family,Fantasy",6.4,5440,"1995","Drama","Just Nice"
"Fakin' Da Funk",1997,89,"Comedy",7.1,2238,"1995","Comedy","Very Short"
"Fall",1997,93,"Drama,Romance",6,1673,"1995","Drama","Short"
"Fallen",1998,124,"Action,Crime,Drama",7,73908,"1995","Drama","Extremely Long"
"Fast, Cheap & Out of Control",1997,80,"Documentary",7.2,3604,"1995","Documentary","Very Short"
"Fathers' Day",1997,98,"Comedy,Romance",5.3,14582,"1995","Comedy","Just Nice"
"Fever Pitch",1997,102,"Comedy,Drama,Romance",6.7,10086,"1995","Drama","Just Nice"
"Fierce Creatures",1997,93,"Comedy",6.4,23127,"1995","Comedy","Short"
"The Fifth Element",1997,126,"Action,Adventure,Sci-Fi",7.7,428163,"1995","Action","Extremely Long"
"Fire Down Below",1997,105,"Action,Drama,Thriller",5.1,16523,"1995","Thriller","Just Nice"
"Firelight",1997,103,"Drama,Romance",7.2,4069,"1995","Drama","Just Nice"
"First Time Felon",1997,110,"Drama",6.9,1242,"1995","Drama","Long"
"Flubber",1997,93,"Comedy,Family,Sci-Fi",5.3,83484,"1995","Family","Short"
"Fools Rush In",1997,109,"Comedy,Drama,Romance",6.1,32179,"1995","Romance","Long"
"For Richer or Poorer",1997,115,"Comedy",5.8,10051,"1995","Comedy","Long"
"Free Willy 3: The Rescue",1997,86,"Adventure,Drama,Family",4.7,9224,"1995","Drama","Very Short"
"The Full Monty",1997,91,"Comedy,Drama",7.2,97696,"1995","Comedy","Short"
"Full Tilt Boogie",1997,97,"Documentary",6.6,2595,"1995","Documentary","Short"
"Funny Games",1997,108,"Crime,Drama,Thriller",7.6,63499,"1995","Drama","Long"
"Fireworks",1997,100,"Comedy,Romance",5.9,1208,"1995","Comedy","Just Nice"
"G.I. Jane",1997,125,"Action,Drama,War",5.9,72418,"1995","Drama","Extremely Long"
"The Game",1997,129,"Action,Drama,Mystery",7.8,339125,"1995","Action","Extremely Long"
"Gattaca",1997,106,"Drama,Sci-Fi,Thriller",7.8,277238,"1995","Drama","Long"
"George of the Jungle",1997,92,"Action,Adventure,Comedy",5.5,70634,"1995","Adventure","Short"
"The Gingerbread Man",1998,114,"Crime,Mystery,Thriller",5.7,10447,"1995","Thriller","Long"
"The Glassblower's Children",1998,110,"Drama,Family",6.2,1214,"1995","Drama","Long"
"Going All the Way",1997,103,"Comedy,Drama",5.6,1808,"1995","Comedy","Just Nice"
"Switchback",1997,118,"Crime,Mystery,Thriller",6.4,12405,"1995","Thriller","Long"
"Gone Fishin'",1997,94,"Comedy,Crime",4.9,9369,"1995","Comedy","Short"
"Good Burger",1997,95,"Comedy,Family",5.7,25827,"1995","Comedy","Short"
"Good Will Hunting",1997,126,"Drama,Romance",8.3,844504,"1995","Romance","Extremely Long"
"Goodbye Lover",1998,102,"Comedy,Crime,Mystery",5.6,3622,"1995","Comedy","Just Nice"
"Great Expectations",1998,111,"Drama,Romance",6.9,50647,"1995","Drama","Long"
"Gridlock'd",1997,91,"Comedy,Crime,Drama",6.9,14503,"1995","Comedy","Short"
"Snow White: A Tale of Terror",1997,100,"Adventure,Fantasy,Horror",6.2,9843,"1995","Adventure","Just Nice"
"Grosse Pointe Blank",1997,107,"Action,Comedy,Crime",7.3,86896,"1995","Action","Long"
"Gummo",1997,89,"Comedy,Drama",6.7,31587,"1995","Drama","Very Short"
"Gupt: The Hidden Truth",1997,173,"Action,Crime,Mystery",7.3,4479,"1995","Crime","Extremely Long"
"1 chance sur 2",1998,104,"Action,Adventure,Comedy",5.8,2358,"1995","Comedy","Just Nice"
"Steam: The Turkish Bath",1997,94,"Drama,Romance",6.8,6237,"1995","Romance","Short"
"Commander Hamilton",1998,127,"Action,Adventure,Crime",5.9,4012,"1995","Adventure","Extremely Long"
"Fireworks",1997,103,"Crime,Drama,Romance",7.8,27208,"1995","Romance","Just Nice"
"Hard Eight",1996,102,"Crime,Drama",7.2,41039,"1995","Drama","Just Nice"
"The River",1997,115,"Drama,Romance",7.2,2607,"1995","Drama","Long"
"Heaven's Burning",1997,96,"Action,Crime,Drama",5.7,1820,"1995","Crime","Short"
"Heavy Metal 2000",2000,88,"Action,Adventure,Animation",5.5,7604,"2000","Adventure","Very Short"
"Chicago Cab",1997,96,"Comedy,Drama",6.4,1832,"1995","Comedy","Short"
"Bleeders",1997,94,"Horror",4.2,2590,"1995","Horror","Short"
"Mrs. Brown",1997,101,"Biography,Drama,History",7.2,13263,"1995","Biography","Just Nice"
"Hercules",1997,93,"Adventure,Animation,Comedy",7.3,202186,"1995","Comedy","Short"
"Hero No. 1",1997,134,"Comedy,Drama,Musical",6.1,2452,"1995","Comedy","Extremely Long"
"Home Alone 3",1997,102,"Action,Comedy,Crime",4.5,103211,"1995","Action","Just Nice"
"Home Fries",1998,91,"Comedy,Drama,Romance",5.1,7988,"1995","Drama","Short"
"Homegrown",1998,102,"Comedy,Crime,Drama",5.8,4460,"1995","Comedy","Just Nice"
"Hoodlum",1997,130,"Crime,Drama",6.3,10436,"1995","Crime","Extremely Long"
"Hope Floats",1998,114,"Drama,Romance",6.1,24251,"1995","Drama","Long"
"The House of Yes",1997,85,"Comedy,Drama",6.6,7536,"1995","Comedy","Very Short"
"How to Be a Player",1997,93,"Comedy",5.4,8643,"1995","Comedy","Short"
